generation,specimen_id,total_fitness,alive_bonus,joints_at_limits,speed,distance
8,47,494.69,501.0,-6.309999999999977,0.0,0.0
8,48,171.44,173.0,-1.560000000000001,0.0,0.0
8,49,184.64,187.0,-2.36,0.0,0.0
8,,493.67,501.0,-7.329999999999958,0.0,0.0
8,,493.55000000000007,501.0,-7.449999999999954,0.0,0.0
8,,492.76000000000005,501.0,-8.239999999999965,0.0,0.0
8,,283.75,287.0,-3.2499999999999947,0.0,0.0
8,,234.04,237.0,-2.9599999999999955,0.0,0.0
8,,470.48,477.0,-6.519999999999958,0.0,0.0
8,,494.17,501.0,-6.829999999999957,0.0,0.0
8,,418.15000000000003,423.0,-4.849999999999967,0.0,0.0
8,,264.09000000000003,268.0,-3.9099999999999886,0.0,0.0
8,,157.15,159.0,-1.8500000000000012,0.0,0.0
8,,280.32,284.0,-3.6799999999999873,0.0,0.0
8,,193.21,196.0,-2.789999999999998,0.0,0.0
8,,181.94,184.0,-2.0600000000000014,0.0,0.0
8,,492.62,501.0,-8.379999999999976,0.0,0.0
8,,418.15000000000003,423.0,-4.849999999999967,0.0,0.0
8,,418.15000000000003,423.0,-4.849999999999967,0.0,0.0
