generation,specimen_id,total_fitness,alive_bonus,speed
9,46,206.75221411945927,163.0,43.75221411945926
9,47,253.42000592069127,192.0,61.42000592069128
9,48,412.7472329477254,373.0,39.747232947725415
9,49,262.213741123871,247.0,15.213741123871
9,,493.7539468456464,501.0,-7.246053154353614
9,,493.7539468456464,501.0,-7.246053154353614
9,,393.69335687773435,340.0,53.69335687773435
9,,223.92639394018215,254.0,-30.073606059817838
9,,218.79693783746154,268.0,-49.20306216253847
9,,231.79800061386032,212.0,19.798000613860324
9,,327.6597707402764,268.0,59.65977074027634
9,,493.7539468456464,501.0,-7.246053154353614
9,,318.03074044540364,279.0,39.03074044540362
9,,172.70322056576055,232.0,-59.29677943423944
9,,493.7539468456464,501.0,-7.246053154353614
9,,193.41647945510906,175.0,18.416479455109044
9,,137.02731803327023,195.0,-57.97268196672976
9,,244.10720550480465,240.0,4.107205504804664
9,,228.95372695121844,221.0,7.953726951218438
9,,473.8646745318606,501.0,-27.135325468139378
9,,231.2037072434902,202.0,29.203707243490186
9,,125.73082258105285,176.0,-50.26917741894715
9,,278.5127111922656,250.0,28.51271119226559
9,,342.17481257455484,309.0,33.17481257455482
9,,210.009492712297,169.0,41.00949271229701
9,,244.3479033868386,197.0,47.3479033868386
9,,303.89921527144844,262.0,41.899215271448426
9,,445.3626739985587,501.0,-55.637326001441295
9,,258.4568265447352,231.0,27.456826544735204
10,25,207.28767929104993,201.0,6.287679291049912
10,26,182.1181775198917,159.0,23.118177519891702
10,27,202.7898163933895,221.0,-18.210183606610503
10,28,443.3487860803531,501.0,-57.65121391964693
10,29,117.33410476895128,180.0,-62.665895231048715
10,30,253.10843591046213,241.0,12.10843591046214
10,31,322.8499502963361,265.0,57.8499502963361
10,32,193.1940030052288,182.0,11.194003005228804
10,33,225.33503672878206,212.0,13.335036728782066
10,34,108.5927080211992,150.0,-41.40729197880081
10,35,147.65550695802617,198.0,-50.344493041973834
10,36,170.41643577231258,143.0,27.41643577231258
10,37,97.70849898412331,155.0,-57.2915010158767
10,38,324.38851036059253,295.0,29.38851036059256
10,39,361.8877235137624,298.0,63.88772351376239
10,40,118.69820279711948,182.0,-63.30179720288052
10,41,160.18699041687424,205.0,-44.813009583125755
10,42,255.82377221492814,239.0,16.82377221492813
10,43,445.64518971184464,501.0,-55.354810288155385
10,44,298.1188984238018,260.0,38.11889842380181
10,45,165.42671900892682,222.0,-56.573280991073176
10,46,213.99294179627353,165.0,48.99294179627352
10,47,214.60891622700507,206.0,8.608916227005082
10,48,236.13147759483934,269.0,-32.86852240516066
10,49,161.6710889319047,207.0,-45.32891106809531
10,25,207.28767929104993,201.0,6.287679291049912
10,26,182.1181775198917,159.0,23.118177519891702
10,27,202.7898163933895,221.0,-18.210183606610503
10,28,443.3487860803531,501.0,-57.65121391964693
10,29,117.33410476895128,180.0,-62.665895231048715
10,30,253.10843591046213,241.0,12.10843591046214
10,31,322.8499502963361,265.0,57.8499502963361
10,32,193.1940030052288,182.0,11.194003005228804
10,33,225.33503672878206,212.0,13.335036728782066
10,34,108.5927080211992,150.0,-41.40729197880081
10,35,147.65550695802617,198.0,-50.344493041973834
10,36,170.41643577231258,143.0,27.41643577231258
10,37,97.70849898412331,155.0,-57.2915010158767
10,38,324.38851036059253,295.0,29.38851036059256
10,39,361.8877235137624,298.0,63.88772351376239
10,40,118.69820279711948,182.0,-63.30179720288052
10,41,160.18699041687424,205.0,-44.813009583125755
10,42,255.82377221492814,239.0,16.82377221492813
10,43,445.64518971184464,501.0,-55.354810288155385
10,44,298.1188984238018,260.0,38.11889842380181
10,45,165.42671900892682,222.0,-56.573280991073176
10,46,213.99294179627353,165.0,48.99294179627352
10,47,214.60891622700507,206.0,8.608916227005082
10,48,236.13147759483934,269.0,-32.86852240516066
10,49,161.6710889319047,207.0,-45.32891106809531
